annee;diplome;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_ETAB;cle_DISC
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;52;54;23;84;65;42;88;1380;21500;24;9.6;1820;45;65;53;1490;2160;Tours - François Rabelais_18;disc10_18
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;52;67;20;91;79;35;94;1420;22100;24;9.6;1820;2;70;82;1490;2160;Tours - François Rabelais_18;disc13_18
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;10;79;4;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_30;disc14_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;21;69;9;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_30;disc16_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;5;50;2;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_18;disc17_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;85;74;32;92;47;88;96;1800;28100;21;11.4;1840;15;21;51;1430;2210;Nice - Sophia-Antipolis_30;disc04_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;14;70;6;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc05_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;17;86;6;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc10_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;10;76;3;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc13_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;10;76;3;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc13_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;13;88;4;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc14_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;13;88;4;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc14_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;49;87;17;90;76;73;89;1780;27800;21;11.4;1840;34;38;8;1430;2210;Nice - Sophia-Antipolis_30;disc16_30
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;17;88;3;ns;ns;ns;ns;ns;;19;11.4;1840;ns;ns;ns;1430;2210;Aix-Marseille_18;disc06_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;17;88;3;ns;ns;ns;ns;ns;;19;11.4;1840;ns;ns;ns;1430;2210;Aix-Marseille_30;disc06_30
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;43;73;9;91;62;82;95;1640;25600;19;11.4;1840;12;48;51;1430;2210;Aix-Marseille_30;disc11_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;13;80;4;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc05_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;12;78;4;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc07_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;11;81;3;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc11_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;182;76;59;90;83;59;95;1500;23400;40;10.2;1770;6;39;31;1440;2090;Caen - Basse-Normandie_18;disc12_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;17;81;5;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc13_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;48;70;16;92;76;73;98;1550;24200;40;10.2;1770;19;54;44;1440;2090;Caen - Basse-Normandie_30;disc16_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;7;75;2;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc17_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;28;63;20;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_18;disc01_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;5;64;3;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_30;disc02_30
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;15;87;8;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_18;disc08_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;22;63;13;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_30;disc13_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;3;67;1;ns;ns;ns;ns;ns;;22;9.1;1780;ns;ns;ns;1440;2080;Dijon - Bourgogne_18;disc09_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;19;51;6;ns;ns;ns;ns;ns;;22;9.1;1780;ns;ns;ns;1440;2080;Dijon - Bourgogne_30;disc17_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;41;74;12;93;56;45;69;ns;;25;9.1;1780;6;41;85;1400;2090;Besançon - Franche-Comté_18;disc07_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;20;66;6;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_18;disc10_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;21;83;6;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_18;disc11_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;210;81;56;83;75;59;94;1570;24500;25;9.1;1780;7;48;33;1400;2090;Besançon - Franche-Comté_18;disc12_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;11;82;3;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_18;disc14_18
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;295;79;68;92;43;83;96;1520;23700;18;8.8;1730;7;26;64;1390;2050;Brest - Bretagne occidentale_30;disc01_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;61;78;14;90;38;75;96;1460;22800;18;8.8;1730;5;25;82;1390;2050;Brest - Bretagne occidentale_30;disc03_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;86;72;20;97;43;70;91;1430;22400;18;8.8;1730;11;47;54;1390;2050;Brest - Bretagne occidentale_18;disc05_18
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;11;83;2;ns;ns;ns;ns;ns;;18;8.8;1730;ns;ns;ns;1390;2050;Brest - Bretagne occidentale_18;disc11_18
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;11;83;2;ns;ns;ns;ns;ns;;18;8.8;1730;ns;ns;ns;1390;2050;Brest - Bretagne occidentale_30;disc11_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;45;72;10;78;75;63;94;ns;;18;8.8;1730;9;45;60;1390;2050;Brest - Bretagne occidentale_30;disc13_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;66;77;16;94;90;74;100;1650;25700;18;8.8;1730;3;38;4;1390;2050;Brest - Bretagne occidentale_30;disc15_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;21;77;22;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc01_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;19;85;20;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc11_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;15;46;22;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc14_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;86;77;67;86;53;69;96;1480;23100;27;11.9;1820;8;36;56;1460;2150;Toulouse 1 - Capitole_18;disc01_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;2;55;1;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc02_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;21;94;13;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc07_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;12;95;8;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc10_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;12;95;8;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc10_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;29;86;20;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc12_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;29;86;20;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc12_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;22;67;18;ns;ns;ns;ns;ns;;26;11.9;1820;ns;ns;ns;1460;2150;Toulouse - Jean Jaures_18;disc07_18
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;16;70;13;ns;ns;ns;ns;ns;;26;11.9;1820;ns;ns;ns;1460;2150;Toulouse - Jean Jaures_18;disc11_18
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;46;73;35;98;75;82;100;1600;25000;26;11.9;1820;4;18;4;1460;2150;Toulouse - Jean Jaures_30;disc15_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;15;69;11;ns;ns;ns;ns;ns;;26;11.9;1820;ns;ns;ns;1460;2150;Toulouse - Jean Jaures_18;disc16_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;126;72;25;95;45;81;99;1570;24400;25;11.9;1820;4;29;53;1460;2150;Toulouse 3 - Paul Sabatier_30;disc01_30
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;6;53;1;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_18;disc05_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;23;67;5;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_18;disc07_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;23;67;5;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_30;disc07_30
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;36;79;6;81;ns;ns;ns;ns;;25;11.9;1820;ns;ns;80;1460;2150;Toulouse 3 - Paul Sabatier_30;disc14_30
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;7;75;1;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_30;disc17_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;3;64;5;ns;ns;ns;ns;ns;;26;9.6;1760;ns;ns;ns;1400;2100;Bordeaux - Montaigne_30;disc03_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;62;85;83;89;42;44;78;1280;19900;26;9.6;1760;5;46;75;1400;2100;Bordeaux - Montaigne_18;disc07_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;1;60;0;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_30;disc02_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;20;72;4;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_18;disc05_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;24;89;4;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_18;disc07_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;53;84;9;88;90;52;98;1420;22100;22;9.6;1760;;42;52;1400;2100;Bordeaux_18;disc14_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;12;86;23;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc01_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;4;90;8;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc05_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;3;60;8;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc06_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;7;86;16;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc10_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;15;77;32;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc12_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;;17;11.9;1730;nd;nd;nd;1350;2060;Montpellier_18;disc02_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;71;52;25;93;63;81;97;1600;24900;17;11.9;1730;14;29;62;1350;2060;Montpellier_18;disc04_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;71;52;25;96;74;88;99;1610;25100;17;11.9;1730;26;29;62;1350;2060;Montpellier_30;disc04_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;265;64;75;90;89;65;96;1500;23400;17;11.9;1730;22;55;30;1350;2060;Montpellier_18;disc12_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;33;59;9;97;97;87;ns;ns;;17;11.9;1730;34;33;9;1350;2060;Montpellier_18;disc16_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;33;59;9;100;97;94;100;ns;;17;11.9;1730;51;33;9;1350;2060;Montpellier_30;disc16_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;12;58;4;ns;ns;ns;ns;ns;;17;11.9;1730;ns;ns;ns;1350;2060;Montpellier_30;disc17_30
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;139;73;36;93;48;69;96;1460;22800;17;8.8;1730;4;28;61;1390;2050;Rennes 1_18;disc01_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;6;67;2;ns;ns;ns;ns;ns;;17;8.8;1730;ns;ns;ns;1390;2050;Rennes 1_18;disc03_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;12;53;4;ns;ns;ns;ns;ns;;17;8.8;1730;ns;ns;ns;1390;2050;Rennes 1_18;disc10_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;61;82;15;97;93;83;100;1640;25600;17;8.8;1730;13;45;6;1390;2050;Rennes 1_30;disc16_30
